officer_id,min(date),max(date),count,Date Range,Ratio
23993,1991-12-26T00:00:00.000+0000,1995-03-14T00:00:00.000+0000,3,1174,391.33
24331,1991-11-19T00:00:00.000+0000,2004-10-19T00:00:00.000+0000,7,4718,674
24740,1995-02-11T00:00:00.000+0000,2003-08-05T00:00:00.000+0000,23,3097,134.65
25169,2006-12-25T00:00:00.000+0000,2014-11-15T00:00:00.000+0000,12,2882,240.17
25262,1992-02-15T00:00:00.000+0000,2009-04-13T00:00:00.000+0000,12,6267,522.25
25507,2000-09-24T00:00:00.000+0000,2015-09-30T00:00:00.000+0000,25,5484,219.36
25887,1996-05-29T00:00:00.000+0000,2012-06-06T00:00:00.000+0000,10,5852,585.2
26070,1994-03-25T00:00:00.000+0000,1997-08-30T00:00:00.000+0000,6,1254,209
26120,1995-10-03T00:00:00.000+0000,2015-01-08T00:00:00.000+0000,42,7037,167.55
26635,1991-02-20T00:00:00.000+0000,1992-11-05T00:00:00.000+0000,2,624,312
26713,1988-12-29T00:00:00.000+0000,2007-02-19T00:00:00.000+0000,3,6626,2208.67
26796,1995-06-07T00:00:00.000+0000,2015-07-02T00:00:00.000+0000,20,7330,366.5
27000,2005-03-22T00:00:00.000+0000,2005-06-30T00:00:00.000+0000,3,100,33.33
27144,1989-12-24T00:00:00.000+0000,2000-12-11T00:00:00.000+0000,16,4005,250.31
27159,2002-12-11T00:00:00.000+0000,2002-12-11T00:00:00.000+0000,1,0,0
27195,1981-02-19T00:00:00.000+0000,1981-02-19T00:00:00.000+0000,1,0,0
27538,1989-08-04T00:00:00.000+0000,2012-06-06T00:00:00.000+0000,38,8342,219.53
28033,1995-06-17T00:00:00.000+0000,2015-08-05T00:00:00.000+0000,6,7354,1225.67
28754,1989-12-05T00:00:00.000+0000,2003-09-28T00:00:00.000+0000,13,5045,388.08
28905,1995-02-18T00:00:00.000+0000,1998-08-25T00:00:00.000+0000,2,1284,642
29654,2000-05-11T00:00:00.000+0000,2010-10-20T00:00:00.000+0000,35,3814,108.97
29658,2002-08-31T00:00:00.000+0000,2007-04-13T00:00:00.000+0000,4,1686,421.5
29974,1987-11-10T00:00:00.000+0000,2014-12-21T00:00:00.000+0000,7,9903,1414.71
30004,1980-09-30T00:00:00.000+0000,1993-09-18T00:00:00.000+0000,14,4736,338.29
30085,1994-08-02T00:00:00.000+0000,2009-09-30T00:00:00.000+0000,21,5538,263.71
30087,1989-01-12T00:00:00.000+0000,2005-03-17T00:00:00.000+0000,22,5908,268.55
30295,1997-02-28T00:00:00.000+0000,2001-05-19T00:00:00.000+0000,3,1541,513.67
30650,2001-11-24T00:00:00.000+0000,2015-05-11T00:00:00.000+0000,9,4916,546.22
31364,1991-10-07T00:00:00.000+0000,1991-11-14T00:00:00.000+0000,2,38,19
31397,2005-07-13T00:00:00.000+0000,2016-06-08T00:00:00.000+0000,23,3983,173.17
31438,1995-04-30T00:00:00.000+0000,1998-07-11T00:00:00.000+0000,11,1168,106.18
31829,1994-09-17T00:00:00.000+0000,2011-08-31T00:00:00.000+0000,24,6192,258
31873,2006-02-09T00:00:00.000+0000,2013-05-14T00:00:00.000+0000,23,2651,115.26
613,1989-10-02T00:00:00.000+0000,1997-06-27T00:00:00.000+0000,3,2825,941.67
633,1994-08-25T00:00:00.000+0000,1998-12-14T00:00:00.000+0000,19,1572,82.74
673,1994-08-28T00:00:00.000+0000,1997-10-02T00:00:00.000+0000,2,1131,565.5
961,1999-03-07T00:00:00.000+0000,2013-04-26T00:00:00.000+0000,10,5164,516.4
974,1989-11-26T00:00:00.000+0000,2001-11-05T00:00:00.000+0000,6,4362,727
1160,1990-11-30T00:00:00.000+0000,2005-09-17T00:00:00.000+0000,9,5405,600.56
1533,1989-11-03T00:00:00.000+0000,2007-10-06T00:00:00.000+0000,39,6546,167.85
2479,1996-12-22T00:00:00.000+0000,1996-12-22T00:00:00.000+0000,1,0,0
3087,1981-09-29T00:00:00.000+0000,1984-11-05T00:00:00.000+0000,2,1133,566.5
3149,1989-10-07T00:00:00.000+0000,1998-01-08T00:00:00.000+0000,6,3015,502.5
4061,1995-04-06T00:00:00.000+0000,2014-04-17T00:00:00.000+0000,24,6951,289.63
4119,1989-11-14T00:00:00.000+0000,2016-03-20T00:00:00.000+0000,23,9623,418.39
4126,2003-06-29T00:00:00.000+0000,2008-09-03T00:00:00.000+0000,5,1893,378.6
4512,1995-05-02T00:00:00.000+0000,1995-05-02T00:00:00.000+0000,1,0,0
5427,1990-12-04T00:00:00.000+0000,2002-06-27T00:00:00.000+0000,13,4223,324.85
5529,1983-02-09T00:00:00.000+0000,1983-02-09T00:00:00.000+0000,1,0,0
5543,2000-07-21T00:00:00.000+0000,2016-03-08T00:00:00.000+0000,13,5709,439.15
6108,2006-05-01T00:00:00.000+0000,2006-05-01T00:00:00.000+0000,1,0,0
6145,2002-05-24T00:00:00.000+0000,2014-03-09T00:00:00.000+0000,27,4307,159.52
6237,2003-12-01T00:00:00.000+0000,2015-04-16T00:00:00.000+0000,15,4154,276.93
6939,1998-10-09T00:00:00.000+0000,1998-10-09T00:00:00.000+0000,1,0,0
7131,1991-11-25T00:00:00.000+0000,1997-05-27T00:00:00.000+0000,2,2010,1005
7169,1991-09-11T00:00:00.000+0000,1991-09-11T00:00:00.000+0000,1,0,0
7817,1989-11-03T00:00:00.000+0000,2002-10-27T00:00:00.000+0000,18,4741,263.39
8628,1999-08-20T00:00:00.000+0000,2014-10-20T00:00:00.000+0000,65,5540,85.23
9035,1996-06-04T00:00:00.000+0000,1997-11-01T00:00:00.000+0000,2,515,257.5
9324,2004-02-01T00:00:00.000+0000,2015-02-27T00:00:00.000+0000,25,4044,161.76
9488,1986-08-14T00:00:00.000+0000,2006-11-04T00:00:00.000+0000,11,7387,671.55
9898,2001-09-19T00:00:00.000+0000,2015-10-09T00:00:00.000+0000,24,5133,213.88
10022,1990-11-11T00:00:00.000+0000,2014-06-05T00:00:00.000+0000,20,8607,430.35
10195,1991-02-20T00:00:00.000+0000,1996-02-19T00:00:00.000+0000,3,1825,608.33
10293,1995-08-31T00:00:00.000+0000,2003-12-06T00:00:00.000+0000,21,3019,143.76
10435,1997-02-17T00:00:00.000+0000,2014-02-11T00:00:00.000+0000,26,6203,238.58
11405,1996-03-14T00:00:00.000+0000,2003-06-24T00:00:00.000+0000,4,2658,664.5
11468,2000-04-29T00:00:00.000+0000,2006-07-07T00:00:00.000+0000,10,2260,226
12085,2001-08-09T00:00:00.000+0000,2015-06-14T00:00:00.000+0000,25,5057,202.28
12401,1987-02-14T00:00:00.000+0000,1987-02-14T00:00:00.000+0000,1,0,0
12436,1994-02-21T00:00:00.000+0000,2010-10-08T00:00:00.000+0000,6,6073,1012.17
12523,1995-07-19T00:00:00.000+0000,1995-07-19T00:00:00.000+0000,1,0,0
13022,1996-08-24T00:00:00.000+0000,1996-08-24T00:00:00.000+0000,1,0,0
13528,1992-02-15T00:00:00.000+0000,2015-11-01T00:00:00.000+0000,29,8660,298.62
14058,1993-12-07T00:00:00.000+0000,2017-09-03T00:00:00.000+0000,42,8671,206.45
14437,1991-02-23T00:00:00.000+0000,1996-08-29T00:00:00.000+0000,8,2014,251.75
15091,1993-04-30T00:00:00.000+0000,1994-02-14T00:00:00.000+0000,2,290,145
15164,2006-07-22T00:00:00.000+0000,2009-01-21T00:00:00.000+0000,3,914,304.67
15904,2003-11-10T00:00:00.000+0000,2010-05-23T00:00:00.000+0000,20,2386,119.3
15968,1992-12-17T00:00:00.000+0000,2014-10-30T00:00:00.000+0000,44,7987,181.52
16234,2000-10-01T00:00:00.000+0000,2014-08-20T00:00:00.000+0000,4,5071,1267.75
16317,1998-11-20T00:00:00.000+0000,2012-05-02T00:00:00.000+0000,25,4912,196.48
16648,2010-12-28T00:00:00.000+0000,2015-01-24T00:00:00.000+0000,4,1488,372
17525,1989-09-09T00:00:00.000+0000,2008-07-19T00:00:00.000+0000,16,6888,430.5
17774,1984-12-14T00:00:00.000+0000,2005-04-24T00:00:00.000+0000,32,7436,232.38
17969,1984-09-17T00:00:00.000+0000,1996-05-15T00:00:00.000+0000,5,4258,851.6
18014,2000-04-17T00:00:00.000+0000,2000-04-17T00:00:00.000+0000,1,0,0
18107,1987-01-22T00:00:00.000+0000,2009-03-03T00:00:00.000+0000,14,8076,576.86
18304,1991-05-20T00:00:00.000+0000,1995-11-16T00:00:00.000+0000,2,1641,820.5
18708,1989-10-03T00:00:00.000+0000,1994-09-24T00:00:00.000+0000,4,1817,454.25
18750,1992-06-07T00:00:00.000+0000,2008-03-27T00:00:00.000+0000,6,5772,962
18908,1996-11-11T00:00:00.000+0000,2000-11-23T00:00:00.000+0000,4,1473,368.25
19048,1997-07-29T00:00:00.000+0000,2012-10-23T00:00:00.000+0000,38,5565,146.45
19284,1990-09-29T00:00:00.000+0000,2015-05-20T00:00:00.000+0000,38,8999,236.82
19346,2016-02-10T00:00:00.000+0000,2016-02-10T00:00:00.000+0000,1,0,0
19358,1995-10-18T00:00:00.000+0000,2012-06-26T00:00:00.000+0000,21,6096,290.29
19757,1991-10-31T00:00:00.000+0000,1992-01-16T00:00:00.000+0000,3,77,25.67
19940,1998-03-15T00:00:00.000+0000,2014-09-24T00:00:00.000+0000,12,6037,503.08
20314,1995-06-13T00:00:00.000+0000,2013-09-25T00:00:00.000+0000,6,6679,1113.17
20554,1990-11-20T00:00:00.000+0000,2015-06-28T00:00:00.000+0000,24,8986,374.42
20738,2011-12-29T00:00:00.000+0000,2017-04-10T00:00:00.000+0000,8,1929,241.13
21517,2010-12-13T00:00:00.000+0000,2015-10-03T00:00:00.000+0000,9,1755,195
21682,2007-03-10T00:00:00.000+0000,2007-03-10T00:00:00.000+0000,1,0,0
22638,1999-04-29T00:00:00.000+0000,2003-09-16T00:00:00.000+0000,3,1601,533.67
22983,1993-07-18T00:00:00.000+0000,2010-01-04T00:00:00.000+0000,10,6014,601.4
23010,2002-03-08T00:00:00.000+0000,2013-07-15T00:00:00.000+0000,21,4147,197.48
23047,1986-09-12T00:00:00.000+0000,1991-07-22T00:00:00.000+0000,2,1774,887
23206,1995-03-25T00:00:00.000+0000,2013-04-08T00:00:00.000+0000,13,6589,506.85
23421,2009-02-20T00:00:00.000+0000,2016-05-06T00:00:00.000+0000,12,2632,219.33
23581,2007-04-19T00:00:00.000+0000,2010-10-30T00:00:00.000+0000,2,1290,645
24011,1998-08-13T00:00:00.000+0000,2001-02-27T00:00:00.000+0000,4,929,232.25
24210,1989-12-28T00:00:00.000+0000,1998-07-04T00:00:00.000+0000,11,3110,282.73
24288,2009-05-02T00:00:00.000+0000,2011-07-12T00:00:00.000+0000,4,801,200.25
24509,1990-12-29T00:00:00.000+0000,1990-12-29T00:00:00.000+0000,1,0,0
25055,1994-01-10T00:00:00.000+0000,1998-06-19T00:00:00.000+0000,4,1621,405.25
